,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,E2F Targets,0.5734867642907572,2.6113209927508234,0.0,0.0,0.0,130/191,27.58%,AURKB;KIF4A;CDC25A;CENPE;LMNB1;GINS1;ORC6;AURKA;KIF22;KIF2C;HMGA1;PRPS1;UBE2T;ASF1B;CDKN2A;RFC3;CDK1;MYBL2;TOP2A;TRIP13;MAD2L1;LIG1;USP1;NME1;DCTPP1;TCF19;DIAPH3;MELK;CTPS1;UBR7;DCK;SPAG5;CCNB2;MCM5;UBE2S;MKI67;PLK1;ESPL1;RAD51AP1;TACC3;DCLRE1B;XPO1;TUBB;BUB1B;CKS2;TUBG1;LYAR;RFC2;MCM3;KPNA2;TIMELESS;EXOSC8;ATAD2;SPC24;SRSF1;RFC1;SHMT1;TMPO;CDKN3;POLA2;RRM2;HNRNPD;RNASEH2A;SUV39H1;POLD3;EED;CHEK2;PA2G4;POLE;DNMT1;CENPM;MMS22L;CKS1B;EZH2;CDC20;NUP205;RACGAP1;LBR;ZW10;CBX5;BRCA1;CCNE1;NOLC1;AK2;DEPDC1;ORC2;SNRPB;SMC1A;BIRC5;GINS4;SMC6;NUDT21;HELLS;SMC4;CDCA8;PHF5A;DLGAP5;CDCA3;WDR90;RPA1;DONSON;MSH2;CSE1L;CTCF;SSRP1;TIPIN;HMGB3;POLD2;ANP32E;PLK4;SRSF2;MCM7;NBN;POP7;TRA2B;NOP56;MCM6;SYNCRIP;TK1;XRCC6;CCP110;NASP;NUP153;ILF3;SLBP;PCNA;GINS3;TBRG4;RAD51C;PSMC3IP
1,prerank,G2-M Checkpoint,0.5303688144010886,2.4411958815991337,0.0,0.0,0.0,87/186,18.08%,MT2A;CDC7;AURKB;CCNF;RAD54L;KIF4A;CDC25A;CENPE;LMNB1;ORC6;AURKA;KIF22;KIF2C;HMGA1;E2F1;TRAIP;POLQ;UBE2C;DBF4;EXO1;NEK2;SMC2;STIL;CDK1;MYBL2;TGFB1;TOP2A;CDC6;MAD2L1;KIF11;TPX2;CCND1;INCENP;CDC45;CENPA;SLC7A1;CCNB2;TTK;MCM5;UBE2S;MKI67;FBXO5;ORC5;PLK1;RBL1;ESPL1;TACC3;XPO1;CKS2;MCM3;KPNA2;PRC1;PRMT5;FANCC;SRSF1;TMPO;GINS2;CDKN3;POLA2;HNRNPD;SUV39H1;SLC12A2;NUP50;POLE;CKS1B;EZH2;CDC20;SNRPD1;CENPF;RACGAP1;LBR;BUB1;NUSAP1;TROAP;HSPA8;CHAF1A;G3BP1;NOLC1;HIRA;AMD1;CCNA2;CDC27;SMC1A;BIRC5;PURA;MNAT1;SMC4
2,prerank,Interferon Gamma Response,-0.6679425238529204,-2.3327018864894677,0.0,0.0,0.0,73/148,14.88%,C1R;VCAM1;ICAM1;CASP1;C1S;SERPING1;SECTM1;IFIT3;PIM1;CCL2;IFIT2;EPSTI1;OAS3;CFB;APOL6;IFIT1;PSMB9;IL6;BST2;IRF1;TXNIP;PARP14;IFI27;MX1;IL15;SOCS3;DHX58;IFITM3;ISG20;GCH1;STAT4;UBE2L6;IFI35;STAT2;GBP4;LGALS3BP;STAT1;DDX60;PSME1;HLA-B;PLSCR1;SSPN;IFITM2;NMI;HERC6;ARID5B;IL15RA;TNFAIP6;VAMP5;LATS2;CD40;SOD2;IRF2;PSMB8;NFKBIA;B2M;VAMP8;HLA-A;PML;RNF213;PARP12;MTHFD2;HLA-DMA;LY6E;NAMPT;TNFAIP2;BTG1;FGL2;TRIM25;XAF1;STAT3;SAMHD1;NOD1
3,prerank,Interferon Alpha Response,-0.7235673419306321,-2.3216590309303027,0.0,0.0,0.0,40/77,14.19%,CASP1;TMEM140;C1S;IFIT3;IFIT2;EPSTI1;PSMB9;BST2;IRF1;TXNIP;CSF1;PARP14;IFI27;MX1;IL15;DHX58;IFITM3;IFITM1;ISG20;UBE2L6;IFI35;STAT2;GBP4;LGALS3BP;DDX60;PSME1;GBP2;PLSCR1;IFITM2;NMI;HERC6;GMPR;UBA7;IRF2;PSMB8;B2M;PARP12;LY6E;NCOA7;TRIM25
4,prerank,Myc Targets V1,0.4560856409482258,2.1075451333466098,0.0,0.0,0.0,115/194,32.54%,PSMA6;MAD2L1;CDK2;USP1;NME1;CDC45;PSMA4;HNRNPA3;CTPS1;SNRPA1;PSMD14;MCM5;SRM;EIF4E;RRM1;ABCE1;SRPK1;XPO1;POLE3;PSMC4;CSTF2;KPNA2;YWHAQ;RRP9;CANX;HSP90AB1;SRSF1;HNRNPD;PSMB2;CCT5;LSM7;DDX21;RPL14;PA2G4;RPL22;CDC20;HNRNPA2B1;SNRPD1;NOP16;PSMD1;UBE2L3;CYC1;ERH;HDGF;SSBP1;PPIA;PSMA7;ACP1;G3BP1;TYMS;NOLC1;CCNA2;ORC2;DHX15;PSMD3;TARDBP;NCBP1;MRPL9;PSMC6;AIMP2;VDAC3;HPRT1;C1QBP;PPM1G;CCT7;EIF4G2;SNRPA;PSMB3;POLD2;DDX18;ODC1;SRSF2;SF3B3;RNPS1;YWHAE;TXNL4A;MCM7;TRA2B;NOP56;MCM6;ILF2;SYNCRIP;PRPS2;PCBP1;XRCC6;CAD;CCT2;HSPD1;PCNA;FBL;SRSF7;PTGES3;SF3A1;RPL34;CCT4;SMARCC1;BUB3;EIF1AX;NDUFAB1;MCM4;MYC;U2AF1;CCT3;RAN;AP3S1;GOT2;PWP1;LSM2;HSPE1;EIF4A1;GSPT1;TCP1;RANBP1;RUVBL2;VBP1
5,prerank,IL-6/JAK/STAT3 Signaling,-0.6829693247823514,-2.0803437187542393,0.0,0.0002793875824193368,0.001,19/54,8.72%,PLA2G2A;A2M;IL1B;PIM1;CXCL1;IL1R1;MAP3K8;IL6;IL6ST;IRF1;CSF1;LEPR;SOCS3;STAT2;STAT1;CD36;OSMR;IL15RA;CD14
6,prerank,Inflammatory Response,-0.5760223581331926,-1.9584063891645147,0.0,0.0002095406868145026,0.001,38/109,9.72%,TNFSF15;BEST1;ICAM1;IL1B;ABCA1;CCL2;IL18;CXCL6;IL1R1;RASGRP1;TLR3;ADM;IL1A;IL6;CD82;PTPRE;BST2;ITGB8;IRF1;CSF1;IL15;KCNJ2;IFITM1;GCH1;OSMR;ADORA2B;OLR1;PCDH7;NMI;CD55;IL15RA;AHR;TNFAIP6;CD40;BTG2;CD14;NFKBIA;ACVR2A
7,prerank,Angiogenesis,-0.673820065348281,-1.8969634831185718,0.0,0.00016763254945160208,0.001,11/30,9.15%,VTN;SLCO2A1;CXCL6;COL3A1;POSTN;JAG2;LUM;JAG1;VEGFA;OLR1;FGFR1
8,prerank,Myc Targets V2,0.49330764967813223,1.8318113154710478,0.0,0.0027299199223489445,0.006,35/57,29.15%,SLC19A1;DCTPP1;TCOF1;MCM5;SRM;PLK1;NOP2;RRP12;RRP9;NDUFAF4;PA2G4;WDR74;NOP16;NIP7;RABEPK;NOLC1;BYSL;GRWD1;IPO4;LAS1L;NOC4L;PPRC1;AIMP2;IMP4;TFB2M;MRTO4;DDX18;PLK4;NOP56;MYBBP1A;HSPD1;TBRG4;FARSA;MCM4;MYC
9,prerank,TNF-alpha Signaling via NF-kB,-0.5131862557315999,-1.8141339803211936,0.0,0.000698468956048342,0.005,53/164,8.93%,CXCL2;FOS;ICAM1;IL1B;ATF3;ABCA1;CXCL1;CCL2;IL18;IFIT2;CXCL6;MAP3K8;CEBPD;IL1A;IL6;IL6ST;TNFAIP8;PTPRE;KLF9;IRF1;EGR1;PTX3;LITAF;NR4A3;CSF1;STAT5A;TNC;BCL3;MSC;SOCS3;BIRC3;JUNB;GCH1;ZC3H12A;DRAM1;TGIF1;SMAD3;JAG1;HES1;FOSB;VEGFA;CCNL1;IRS2;OLR1;IL15RA;FOSL2;CEBPB;TNFAIP6;BTG2;DUSP2;ZFP36;SOD2;BCL6
10,prerank,Complement,-0.5069157152674197,-1.7405799442699952,0.0,0.0031131759183868958,0.026,27/125,9.55%,C3;C1R;CASP1;C1S;SERPING1;PIM1;CXCL1;CFB;PSMB9;RASGRP1;IL6;IRF1;F10;CASP10;LIPA;CD36;APOBEC3G;PLSCR1;CTSO;OLR1;CD55;CEBPB;CPQ;DPP4;LGALS3;CTSS;IRF2
11,prerank,Allograft Rejection,-0.5141017240626956,-1.7224462927164073,0.0,0.003771732362661047,0.036,27/94,14.73%,CCL13;CD7;ICAM1;IL1B;CCL2;IL18;TLR3;IL6;ITGB2;CSF1;BCL3;IL15;STAT4;STAT1;GBP2;INHBB;CD40;CTSS;ACVR2A;B2M;SRGN;HLA-E;HLA-A;GCNT1;HLA-DMA;TIMP1;F2R
12,prerank,TGF-beta Signaling,0.42228094334649396,1.601770449787969,0.00816326530612245,0.019291434117932542,0.053,12/51,8.17%,BMP2;SLC20A1;APC;PMEPA1;LTBP2;BCAR3;SERPINE1;TGFB1;SMURF2;SMAD7;HIPK2;TJP1
13,prerank,Coagulation,-0.4860483097518647,-1.5850384824149815,0.0062266500622665,0.019650259963493358,0.188,17/81,9.26%,C3;C1R;A2M;C1S;SERPING1;CFB;CFD;MMP11;F10;SH2B2;MST1;PROS1;CTSO;OLR1;CPQ;DPP4;CTSK
14,prerank,Mitotic Spindle,0.3477934970317394,1.5766806505992035,0.0,0.01941276389225916,0.063,61/186,20.41%,KIF4A;SHROOM2;PALLD;CENPE;LMNB1;AURKA;KIF22;KIF2C;APC;SSH2;NET1;NEK2;CDK1;TOP2A;KIF11;TPX2;INCENP;ECT2;DOCK4;CCNB2;FSCN1;TTK;CENPJ;FGD4;KNTC1;FBXO5;PLK1;PDLIM5;ESPL1;DOCK2;OPHN1;PRC1;PXN;ANLN;TUBGCP3;RFC1;EZR;GEMIN4;STK38L;SHROOM1;TUBGCP5;ARHGDIA;CENPF;RACGAP1;ARHGAP10;RASA1;BUB1;NUSAP1;WASF2;CDC27;SMC1A;BIRC5;KLC1;SMC4;ARFIP2;CNTRL;KIF15;ABI1;DLGAP5;SAC3D1;NIN
15,prerank,Hypoxia,-0.4438794947018914,-1.5475841055323294,0.003436426116838488,0.028246084582594953,0.278,56/146,21.45%,FOS;SLC2A5;ATF3;TGFB3;PIM1;DDIT4;SELENBP1;ADM;IL6;SLC6A6;ISG20;MXI1;DTNA;VEGFA;IRS2;BCL2;GAA;ADORA2B;NEDD4L;FOSL2;PPFIA4;KLHL24;ZFP36;ZNF292;AKAP12;DCN;IGFBP1;BNIP3L;AK4;CITED2;IER3;NDRG1;LXN;MAP3K1;ALDOA;BTG1;SLC2A3;P4HA1;HK2;AMPD3;CDKN1B;KLF7;CCNG2;SRPX;PGK1;TMEM45A;UGP2;SDC4;HEXA;SDC2;F3;GYS1;SAP30;PGM1;EFNA3;GLRX
16,prerank,Apoptosis,-0.43363476682561564,-1.5144447001587604,0.007990867579908675,0.03786971685338465,0.385,31/136,11.23%,ERBB3;IL1B;CASP1;ATF3;IL18;IL1A;IL6;IRF1;TGFBR3;TXNIP;BMF;IFITM3;HGF;BIRC3;ISG20;GCH1;LUM;PDGFRB;GPX4;CTH;BTG2;SOD2;CD14;KRT18;DCN;LGALS3;WEE1;BNIP3L;RARA;BCL2L11;IER3
